CustomerID,Max Products In Basket,Min Products In Basket,Mean Products In Basket
13823,8,7,7.5
13824,8,3,5.0
13826,3,3,3.0
13827,5,2,3.6666666666666665
13828,9,9,9.0
13831,23,1,8.666666666666666
13832,3,3,3.0
13833,9,9,9.0
13835,16,3,9.0
13837,5,3,4.0
13838,12,5,7.5
13842,23,6,10.88888888888889
13844,17,17,17.0
13845,4,4,4.0
13846,18,5,11.333333333333334
13849,37,27,32.0
13850,68,68,68.0
13851,21,2,12.333333333333334
13853,10,10,10.0
13854,3,1,1.25
13856,6,1,3.0
13858,6,6,6.0
13859,15,15,15.0
13860,17,1,9.4
13862,23,2,12.625
13863,12,12,12.0
13865,5,4,4.5
13866,3,3,3.0
13867,18,2,8.666666666666666
13868,13,13,13.0
13869,90,11,42.0
13870,14,1,6.375
13871,21,2,13.153846153846153
13873,4,1,2.3333333333333335
13874,8,8,8.0
13875,20,6,14.2
13876,3,3,3.0
13877,1,1,1.0
13878,9,9,9.0
13880,18,2,7.846153846153846
13881,13,1,7.25
13882,4,1,2.75
13883,24,2,14.8
13884,20,1,8.75
13885,13,1,7.0
13886,8,8,8.0
13887,7,7,7.0
13888,12,8,10.0
13889,3,3,3.0
13890,12,2,5.9
13892,8,8,8.0
13893,2,2,2.0
13894,9,6,7.5
13895,22,9,16.5
13897,9,9,9.0
13898,7,7,7.0
13899,13,3,8.0
13900,12,9,10.5
13901,46,3,13.8
13904,9,7,8.0
13908,32,9,18.75
13911,19,2,9.625
13914,12,8,10.0
13917,7,3,5.0
13918,13,5,9.0
13919,8,1,4.5
13922,1,1,1.0
13923,9,9,9.0
13924,22,1,8.666666666666666
13925,11,1,4.666666666666667
13926,6,6,6.0
13927,9,9,9.0
13928,6,1,3.0
13929,2,2,2.0
13930,6,2,4.0
13931,23,16,19.5
13932,9,9,9.0
13933,9,4,6.5
13934,16,16,16.0
13936,15,15,15.0
13937,5,5,5.0
13938,4,4,4.0
13939,6,5,5.666666666666667
13940,8,5,6.25
13941,3,1,2.2
13946,1,1,1.0
13947,4,4,4.0
13948,1,1,1.0
13949,16,6,11.333333333333334
13950,6,2,4.5
13951,13,2,7.666666666666667
13952,43,24,33.5
13953,2,2,2.0
13954,7,5,6.0
13955,8,5,6.5
13956,24,5,10.8
13959,13,8,10.0
13960,6,3,4.5
13962,3,1,2.0
13963,6,3,4.666666666666667
13969,59,2,21.470588235294116
13971,20,7,11.75
13972,6,6,6.0
13973,6,6,6.0
13974,19,19,19.0
13975,85,4,31.5
13976,3,3,3.0
13978,4,4,4.0
13979,35,35,35.0
13980,2,2,2.0
13982,20,13,17.5
13983,24,1,8.5
13984,3,1,2.0
13985,25,3,16.6
13986,7,7,7.0
13988,31,10,17.666666666666668
13989,8,7,7.5
13990,8,8,8.0
13991,11,1,5.333333333333333
13992,3,3,3.0
13993,11,3,6.571428571428571
13994,25,3,13.6
13995,16,8,11.6
13999,17,8,11.833333333333334
14000,5,5,5.0
14001,5,3,4.333333333333333
14002,5,2,3.5
14004,23,4,12.857142857142858
14005,9,3,5.5
14006,9,1,5.666666666666667
14009,19,7,13.0
14012,2,2,2.0
14013,9,8,8.333333333333334
14014,4,4,4.0
14015,10,10,10.0
14016,26,13,18.5
14019,21,10,14.0
14020,11,10,10.5
14021,8,2,5.0
14022,15,15,15.0
14023,9,8,8.5
14024,9,9,9.0
14027,5,5,5.0
14029,2,2,2.0
14030,26,4,13.571428571428571
14031,14,1,6.090909090909091
14032,13,1,7.8
14034,13,2,7.666666666666667
14035,15,4,8.25
14036,16,16,16.0
14037,6,2,4.0
14038,37,19,25.333333333333332
14039,4,4,4.0
14040,19,1,6.666666666666667
14041,7,7,7.0
14044,12,3,9.5
14046,1,1,1.0
14047,6,1,3.3333333333333335
14048,44,44,44.0
14049,101,15,64.0
14050,22,9,15.5
14051,7,1,3.1176470588235294
14052,5,5,5.0
14053,1,1,1.0
14054,5,5,5.0
14055,4,4,4.0
14056,59,1,22.08695652173913
14057,40,2,10.153846153846153
14059,5,5,5.0
14060,8,1,3.8
14062,4,2,2.8
14064,12,3,7.6
14066,5,5,5.0
14067,8,3,5.5
14068,10,10,10.0
14071,17,3,10.714285714285714
14073,8,8,8.0
14075,7,1,5.0
14076,8,8,8.0
14077,7,1,4.0
14078,6,1,3.1666666666666665
14079,2,2,2.0
14080,4,4,4.0
14081,38,25,31.5
14082,12,12,12.0
14083,28,1,9.0
14085,32,1,14.941176470588236
14087,19,19,19.0
14088,14,1,5.3
14089,3,3,3.0
14092,18,2,10.692307692307692
14093,41,41,41.0
14096,172,1,85.23529411764706
14098,6,6,6.0
14099,21,7,11.363636363636363
14100,12,12,12.0
14102,8,3,5.4
14104,5,5,5.0
14105,36,36,36.0
14107,14,3,7.285714285714286
14108,10,5,7.5
14109,5,5,5.0
14110,23,1,10.3
14111,1,1,1.0
14112,35,1,19.833333333333332
14113,8,2,5.0
14114,10,10,10.0
14116,12,3,8.2
14121,38,8,22.25
14125,40,13,30.0
14126,7,7,7.0
14127,9,3,7.0
14128,16,12,14.0
14129,12,1,5.8
14130,42,42,42.0
14132,17,2,11.090909090909092
14133,10,7,8.5
14135,14,1,3.75
14138,15,6,10.5
14139,13,13,13.0
14140,23,23,23.0
14141,10,3,5.0
14142,13,13,13.0
14143,4,4,4.0
14146,47,10,25.2
14147,1,1,1.0
14149,21,21,21.0
14150,4,2,3.0
14152,18,8,13.0
14154,19,11,15.0
14155,1,1,1.0
14156,84,1,18.0
14157,21,1,11.0
14158,10,10,10.0
14159,96,18,47.36363636363637
14161,28,15,20.333333333333332
14162,7,5,6.0
14163,5,2,3.25
14164,12,12,12.0
14165,10,10,10.0
14167,3,1,2.0
14171,22,22,22.0
14173,6,1,3.5
14174,20,20,20.0
14175,43,9,25.0
14176,13,2,6.5
14177,5,1,3.0
14178,20,8,13.285714285714286
14179,34,17,25.5
14180,4,1,1.9047619047619047
14184,10,10,10.0
14188,4,1,2.8333333333333335
14189,16,1,9.066666666666666
14191,19,5,11.916666666666666
14193,16,14,15.0
14194,34,1,15.35
14196,2,2,2.0
14198,5,3,4.0
14199,1,1,1.0
14201,6,2,3.5
14204,8,8,8.0
14205,5,5,5.0
14206,14,14,14.0
14208,4,4,4.0
14209,7,2,5.0
14210,10,5,8.666666666666666
14211,17,2,8.666666666666666
14214,28,3,8.4
14215,28,2,11.5
14216,16,2,6.25
14217,5,1,2.0
14218,9,9,9.0
14219,2,2,2.0
14220,5,2,3.5
14221,21,2,11.75
14222,23,23,23.0
14223,9,6,7.666666666666667
14224,21,3,10.75
14226,7,4,5.25
14227,37,1,14.0
14229,16,4,10.0
14231,17,10,12.333333333333334
14232,32,5,12.8
14233,5,2,3.25
14234,24,3,9.5
14235,14,1,7.0
14236,2,1,1.5
14237,3,3,3.0
14238,4,4,4.0
14239,13,1,5.818181818181818
14240,17,4,10.5
14241,5,5,5.0
14242,6,5,5.5
14243,11,2,6.5
14245,39,22,30.5
14246,17,14,15.666666666666666
14247,9,9,9.0
14248,5,5,5.0
14250,39,12,21.666666666666668
14251,13,4,7.25
14256,18,10,14.0
14257,30,1,11.6
14258,1,1,1.0
14259,2,2,2.0
14261,24,24,24.0
14262,23,3,12.5
14264,3,3,3.0
14265,3,3,3.0
14267,10,7,8.0
14270,13,13,13.0
14271,4,4,4.0
14272,3,3,3.0
14273,6,5,5.75
14276,19,9,14.0
14277,62,14,36.0
14280,3,3,3.0
14282,15,2,6.714285714285714
14284,6,5,5.5
14285,4,1,2.0
14286,75,15,43.666666666666664
14287,2,2,2.0
14288,13,13,13.0
14289,9,1,4.0
14290,20,6,11.4
14291,26,1,11.0
14292,13,1,5.444444444444445
14293,11,5,7.75
14295,3,3,3.0
14297,15,9,12.0
14298,46,1,11.833333333333334
14299,26,3,9.25
14300,3,3,3.0
14301,2,2,2.0
14304,7,7,7.0
14305,45,23,34.0
14306,4,4,4.0
14307,29,1,18.0
14309,15,1,7.888888888888889
14311,11,11,11.0
14312,11,6,8.0
14314,1,1,1.0
14315,22,1,10.333333333333334
14317,16,16,16.0
14320,16,6,11.0
14321,9,2,6.0
14323,11,10,10.5
14326,4,4,4.0
14327,6,6,6.0
14329,49,1,23.428571428571427
14331,15,3,9.0
14332,5,1,3.3333333333333335
14333,1,1,1.0
14334,17,5,9.875
14335,19,6,12.5
14336,22,5,11.0
14338,16,16,16.0
14339,10,10,10.0
14340,5,5,5.0
14341,30,1,9.75
14342,3,1,2.0
14344,6,1,3.2857142857142856
14345,1,1,1.0
14346,14,7,10.5
14348,12,12,12.0
14349,11,11,11.0
14350,14,14,14.0
14352,15,1,6.25
14353,5,5,5.0
14354,3,2,2.5
14355,7,7,7.0
14356,12,8,10.0
14357,19,19,19.0
14359,16,4,11.0
14360,44,6,15.75
14362,19,19,19.0
14364,5,1,3.3333333333333335
14367,44,3,18.8125
14368,2,2,2.0
14371,1,1,1.0
14373,1,1,1.0
14375,13,13,13.0
14377,1,1,1.0
14379,11,7,9.0
14381,32,32,32.0
14382,35,35,35.0
14383,14,3,7.333333333333333
14385,4,3,3.3333333333333335
14386,5,5,5.0
14387,37,15,26.0
14388,20,7,15.25
14389,16,10,13.0
14390,25,5,17.0
14395,41,14,21.444444444444443
14396,33,4,18.5
14397,4,1,1.8571428571428572
14400,16,16,16.0
14401,5,1,2.909090909090909
14404,16,2,6.833333333333333
14406,4,4,4.0
14407,13,1,7.0
14408,17,1,6.833333333333333
14409,8,6,7.0
14410,30,1,13.142857142857142
14411,1,1,1.0
14412,7,6,6.5
14413,8,8,8.0
14414,3,1,2.0
14415,58,5,27.76923076923077
14416,6,2,4.0
14418,24,10,18.0
14419,23,10,18.0
14420,17,17,17.0
14421,4,2,3.0
14422,32,3,17.666666666666668
14426,34,1,11.88888888888889
14427,9,9,9.0
14428,25,1,9.0
14431,11,11,11.0
14432,53,3,25.333333333333332
14436,2,2,2.0
14437,5,5,5.0
14438,9,9,9.0
14439,1,1,1.0
14440,12,3,6.0
14441,7,2,4.25
14442,9,5,7.0
14443,17,15,16.0
14446,34,5,19.25
14447,18,2,10.0
14448,9,1,5.0
14449,29,9,21.5
14450,7,3,5.333333333333333
14451,38,34,36.0
14452,9,8,8.5
14453,3,3,3.0
14456,54,2,27.444444444444443
14459,9,9,9.0
14461,53,3,26.666666666666668
14462,27,1,13.4
14465,13,4,8.5
14466,9,1,3.857142857142857
14467,23,8,15.0
14470,10,4,7.0
14472,40,5,18.125
14473,3,3,3.0
14474,9,9,9.0
14475,10,7,8.666666666666666
14476,8,8,8.0
14479,8,3,5.5
14480,7,7,7.0
14481,8,5,6.5
14482,11,3,6.333333333333333
14483,7,7,7.0
14484,5,5,5.0
14485,12,12,12.0
14487,25,7,16.0
14488,24,24,24.0
14489,28,28,28.0
14491,8,2,5.0
14493,17,12,14.6
14494,5,5,5.0
14495,4,2,3.0
14496,6,2,4.0
14497,12,12,12.0
14498,47,6,22.4
14499,54,12,28.666666666666668
14500,1,1,1.0
14501,2,1,1.5
14502,38,10,22.875
14503,27,2,17.0
14504,16,4,8.25
14505,80,17,52.125
14506,39,1,19.8
14507,21,1,9.6
14508,8,3,5.5
14511,11,2,8.0
14512,10,5,7.5
14514,13,8,9.666666666666666
14515,18,1,8.666666666666666
14517,4,2,3.0
14518,3,3,3.0
14520,1,1,1.0
14522,1,1,1.0
14523,4,4,4.0
14524,15,2,9.428571428571429
14525,28,3,13.0
14527,18,1,4.849056603773585
14528,8,8,8.0
14529,12,10,11.0
14530,21,9,16.5
14532,5,5,5.0
14533,9,1,3.6
14534,26,1,11.61111111111111
14535,83,45,61.0
14536,4,4,4.0
14537,8,8,8.0
14538,13,1,7.0
14539,13,3,8.0
14540,14,4,8.0
14541,14,1,5.166666666666667
14543,3,1,1.7777777777777777
14544,31,23,27.0
14546,62,24,40.6
14547,48,3,23.25
14549,19,19,19.0
14550,14,8,11.0
14551,1,1,1.0
14552,19,19,19.0
14553,15,2,8.2
14554,59,2,24.5
14555,7,3,5.0
14557,1,1,1.0
14560,4,1,1.7
14561,15,10,13.333333333333334
14562,26,2,12.0
14565,37,5,19.0
14567,17,6,11.5
14569,4,4,4.0
14570,10,1,5.5
14572,35,1,26.833333333333332
14573,21,1,7.5
14576,1,1,1.0
14577,27,19,23.25
14578,6,6,6.0
14581,7,7,7.0
14582,1,1,1.0
14583,22,7,13.6
14584,22,9,15.75
14585,13,13,13.0
14586,3,3,3.0
14587,24,5,17.0
14591,23,8,14.75
14592,21,4,11.0
14593,32,5,16.666666666666668
14594,19,6,12.5
14595,35,2,9.0
14597,9,9,9.0
14598,36,36,36.0
14600,11,11,11.0
14601,4,4,4.0
14606,15,1,5.795454545454546
14607,2,2,2.0
14618,2,1,1.5
14619,10,10,10.0
14620,6,5,5.5
14621,15,8,11.6
14622,11,11,11.0
14623,15,1,8.6
14624,8,8,8.0
14625,19,2,10.5
14626,30,5,17.0
14628,5,1,3.0
14629,22,18,20.0
14631,8,7,7.333333333333333
14632,5,5,5.0
14633,7,7,7.0
14636,12,9,10.5
14638,6,6,6.0
14639,26,1,12.666666666666666
14640,17,2,9.0
14641,4,4,4.0
14643,2,2,2.0
14644,8,5,6.5
14645,8,7,7.5
14646,15,1,5.923076923076923
14647,14,14,14.0
14649,21,2,11.5
14651,22,18,20.0
14652,2,2,2.0
14653,28,1,15.857142857142858
14655,5,1,2.5
14656,12,6,9.0
14657,41,5,17.5
14658,5,3,4.0
14659,30,6,16.88888888888889
14660,8,5,6.5
14661,1,1,1.0
14662,21,3,8.25
14664,34,17,25.5
14665,18,5,14.0
14666,6,6,6.0
14667,27,1,9.8
14669,43,24,33.666666666666664
14670,37,9,23.0
14672,18,15,16.5
14673,12,6,8.0
14675,38,38,38.0
14676,2,2,2.0
14680,8,1,3.769230769230769
14681,1,1,1.0
14684,39,14,25.6
14687,8,8,8.0
14688,23,2,7.4
14689,10,10,10.0
14690,12,11,11.5
14691,10,3,6.5
14692,21,5,12.0
14693,6,6,6.0
14696,13,7,9.428571428571429
14697,5,1,3.0
14698,30,8,19.6
14699,3,3,3.0
14700,28,21,24.333333333333332
14701,34,4,17.5
14702,25,1,9.058823529411764
14703,18,18,18.0
14704,40,5,16.428571428571427
14708,6,4,5.0
14709,15,2,7.461538461538462
14710,21,4,11.75
14711,21,1,12.181818181818182
14712,6,1,3.5
14713,39,6,20.818181818181817
14714,6,6,6.0
14715,18,4,8.75
14716,12,5,8.5
14719,29,15,21.6
14720,5,1,3.3333333333333335
14722,10,10,10.0
14723,22,7,12.5
14725,14,14,14.0
14727,5,5,5.0
14729,28,28,28.0
14730,36,2,15.5
14731,17,3,9.333333333333334
14732,18,3,8.0
14733,8,1,3.3
14735,11,1,4.375
14737,3,1,2.0
14738,7,1,4.285714285714286
14739,4,1,2.5
14740,26,23,24.666666666666668
14741,9,2,5.166666666666667
14744,4,1,2.6666666666666665
14745,18,1,10.75
14747,8,8,8.0
14748,21,2,11.2
14752,1,1,1.0
14753,18,18,18.0
14754,11,9,10.0
14755,17,5,9.545454545454545
14756,15,15,15.0
14757,9,9,9.0
14758,11,3,6.25
14759,19,9,13.0
14760,4,4,4.0
14761,7,2,4.5
14762,7,7,7.0
14764,1,1,1.0
14765,3,1,2.0
14766,21,2,12.666666666666666
14768,2,2,2.0
14769,196,5,65.25
14770,14,8,11.0
14772,5,5,5.0
14775,11,9,10.0
14776,7,1,4.222222222222222
14778,17,5,11.0
14779,9,2,4.666666666666667
14780,10,6,8.0
14782,5,5,5.0
14784,6,3,4.5
14788,7,5,6.0
14789,1,1,1.0
14790,12,8,9.333333333333334
14793,7,7,7.0
14794,11,3,7.333333333333333
14796,36,13,29.11764705882353
14798,5,1,2.3333333333333335
14799,2,2,2.0
14800,37,1,17.181818181818183
14801,6,6,6.0
14803,9,4,6.5
14804,6,6,6.0
14805,1,1,1.0
14806,3,3,3.0
14808,35,4,16.833333333333332
14810,31,12,18.90909090909091
14813,11,2,6.5
14815,19,7,13.0
14817,25,24,24.5
14818,10,6,7.666666666666667
14819,6,1,3.5
14820,5,3,4.25
14821,2,2,2.0
14823,4,1,2.5
14824,7,1,2.75
14825,23,3,6.666666666666667
14829,8,4,5.75
14830,13,13,13.0
14834,12,3,5.666666666666667
14836,3,1,1.6666666666666667
14837,21,14,17.5
14840,3,3,3.0
14841,18,4,8.666666666666666
14842,48,1,23.75
14844,19,11,15.5
14847,9,9,9.0
14849,17,1,6.608695652173913
14850,5,5,5.0
14851,9,8,8.5
14852,23,2,13.166666666666666
14853,3,2,2.5
14854,24,1,8.142857142857142
14855,5,5,5.0
14856,34,1,13.0
14857,20,7,13.5
14859,21,2,8.5
14860,3,3,3.0
14862,14,11,12.5
14863,10,10,10.0
14865,1,1,1.0
14867,10,3,6.666666666666667
14868,24,1,14.25
14869,22,8,15.0
14870,9,9,9.0
14871,11,4,8.0
14873,15,15,15.0
14875,24,3,13.5
14878,15,3,7.222222222222222
14880,11,5,7.333333333333333
14881,6,6,6.0
14882,3,3,3.0
14883,12,2,5.166666666666667
14886,11,11,11.0
14888,19,19,19.0
14889,7,7,7.0
14890,5,5,5.0
14891,20,5,12.5
14893,28,16,22.0
14894,12,12,12.0
14895,61,1,14.352941176470589
14896,14,8,11.0
14897,9,1,6.0
14898,19,1,8.5
14901,11,1,6.625
14902,9,9,9.0
14903,61,32,46.6
14904,8,4,6.0
14905,4,3,3.5
14907,22,1,13.857142857142858
14908,3,3,3.0
14910,11,1,5.75
14911,70,1,14.158469945355192
14912,5,4,4.5
14913,13,2,7.75
14915,7,1,4.0
14916,14,8,11.25
14918,6,4,5.0
14920,19,16,17.5
14921,36,18,27.0
14923,21,21,21.0
14924,5,5,5.0
14929,7,7,7.0
14930,31,2,20.666666666666668
14931,12,2,5.75
14932,3,3,3.0
14934,26,24,25.0
14936,41,2,24.142857142857142
14937,17,6,11.5
14944,17,1,7.333333333333333
14947,6,1,3.5
14948,8,1,5.166666666666667
14950,8,8,8.0
14951,7,7,7.0
14952,15,1,6.833333333333333
14953,16,16,16.0
14954,8,8,8.0
14957,7,7,7.0
14958,10,5,6.666666666666667
14959,14,6,9.5
14960,7,1,4.0
14961,31,5,21.555555555555557
14963,20,8,15.6
14964,5,5,5.0
14965,30,30,30.0
14966,12,12,12.0
14967,2,2,2.0
14968,13,13,13.0
14970,2,2,2.0
14971,37,1,21.666666666666668
14972,4,4,4.0
14973,11,2,5.333333333333333
14974,7,7,7.0
14975,1,1,1.0
14976,9,1,5.0
14978,21,11,15.4
14981,6,6,6.0
14984,7,3,5.0
14985,12,11,11.5
14988,20,20,20.0
14995,11,10,10.5
14997,1,1,1.0
14998,9,9,9.0
15000,48,48,48.0
15002,21,15,18.75
15004,70,70,70.0
15005,42,8,24.107142857142858
15006,38,38,38.0
15007,8,8,8.0
15009,49,21,32.333333333333336
15010,12,12,12.0
15012,14,8,11.0
15014,17,17,17.0
15016,6,6,6.0
15017,9,9,9.0
15018,7,3,5.666666666666667
15019,22,22,22.0
15021,25,2,12.88888888888889
15022,21,14,16.333333333333332
15023,72,1,28.727272727272727
15024,33,3,14.666666666666666
15025,31,31,31.0
15026,28,2,14.0
15027,11,1,4.666666666666667
15028,8,2,5.333333333333333
15031,16,3,10.25
15032,15,9,12.0
15033,59,6,24.9
15034,60,1,26.75
15035,18,18,18.0
15036,22,12,17.0
15038,8,1,3.4
15039,32,4,16.357142857142858
15041,11,11,11.0
15042,3,3,3.0
15044,26,2,11.875
15045,1,1,1.0
15046,14,1,5.461538461538462
15047,18,18,18.0
15048,6,2,3.75
15049,1,1,1.0
15050,11,7,9.0
15051,35,18,24.0
15052,14,14,14.0
15053,13,5,8.666666666666666
15054,15,7,11.0
15057,1,1,1.0
15058,11,3,7.9
15059,23,5,14.0
15060,13,1,6.333333333333333
15061,3,1,1.8
15062,15,7,9.75
15063,1,1,1.0
15065,36,11,20.5
15066,14,14,14.0
15067,25,6,17.666666666666668
15068,39,18,28.5
15069,26,26,26.0
15071,5,4,4.5
15073,16,4,12.0
15074,32,32,32.0
15075,10,10,10.0
15076,21,21,21.0
15078,25,1,10.193548387096774
15079,13,6,9.5
15081,6,2,3.4
15083,1,1,1.0
15087,9,9,9.0
15088,10,4,7.0
15089,41,2,11.0
15090,12,12,12.0
15091,22,22,22.0
15092,10,1,5.5
15093,12,1,5.8
15095,14,4,7.666666666666667
15096,6,6,6.0
15097,15,15,15.0
15099,16,16,16.0
15101,3,3,3.0
15103,14,6,10.0
15104,12,5,8.5
15105,23,1,10.333333333333334
15106,17,3,9.8
15107,2,1,1.6666666666666667
15108,15,3,9.0
15109,10,10,10.0
15110,6,2,4.5
15111,25,5,13.333333333333334
15113,23,4,13.5
15114,22,4,9.777777777777779
15115,10,10,10.0
15116,8,1,4.25
15117,26,7,13.5
15119,5,5,5.0
15120,8,8,8.0
15121,11,4,7.5
15122,14,11,12.666666666666666
15123,29,28,28.5
15124,1,1,1.0
15125,3,1,2.0
15127,11,11,11.0
15128,18,9,14.0
15129,7,1,3.888888888888889
15130,17,17,17.0
15132,13,1,6.6
15133,6,4,4.666666666666667
15134,9,2,6.25
15135,8,8,8.0
15136,24,10,17.333333333333332
15139,6,1,3.5
15140,13,1,4.714285714285714
15142,11,11,11.0
15143,10,10,10.0
15144,12,1,6.133333333333334
15145,11,5,8.0
15146,36,7,21.5
15147,13,13,13.0
15148,15,15,15.0
15149,6,6,6.0
15150,57,3,18.333333333333332
15152,19,4,9.692307692307692
15153,9,9,9.0
15154,8,8,8.0
15156,14,7,10.333333333333334
15157,24,1,12.666666666666666
15159,43,1,9.807692307692308
15160,2,2,2.0
15163,7,3,5.0
15164,31,4,19.333333333333332
15165,13,13,13.0
15167,16,16,16.0
15168,3,3,3.0
15172,16,1,11.4
15174,6,6,6.0
15175,8,8,8.0
15178,3,3,3.0
15179,20,4,12.666666666666666
15180,3,3,3.0
15181,1,1,1.0
15182,10,9,9.5
15184,7,7,7.0
15186,6,3,4.5
15187,9,1,4.0
15189,8,1,1.9130434782608696
15192,7,2,4.333333333333333
15193,3,3,3.0
15194,13,1,8.866666666666667
15197,8,7,7.5
15198,4,2,3.0
15201,6,1,3.8
15203,22,12,16.0
15204,3,3,3.0
15205,11,6,8.5
15206,2,1,1.5
15208,5,2,3.0
15210,8,8,8.0
15211,12,12,12.0
15212,4,4,4.0
15213,18,1,9.5
15214,18,2,7.125
15215,8,1,5.0
15218,10,1,5.222222222222222
15219,1,1,1.0
15220,18,2,9.666666666666666
15223,6,3,4.5
15224,6,6,6.0
15225,12,12,12.0
15226,5,5,5.0
15227,5,2,3.8
15228,23,5,14.75
15230,12,12,12.0
15232,5,2,3.5
15234,10,10,10.0
15235,24,1,6.75
15236,4,4,4.0
15237,36,3,14.0
15238,9,3,6.333333333333333
15239,17,15,16.0
15240,10,2,7.4
15241,13,1,6.125
15243,15,15,15.0
15244,11,7,9.0
15245,31,8,18.333333333333332
15246,18,11,14.5
15249,37,1,15.0
15252,19,8,13.5
15253,14,1,5.4
15254,11,11,11.0
15255,25,25,25.0
15256,6,6,6.0
15257,1,1,1.0
15258,5,5,5.0
15260,8,3,5.5
15261,8,8,8.0
15262,7,7,7.0
15263,5,5,5.0
15264,10,10,10.0
15265,18,17,17.5
15266,1,1,1.0
15270,6,1,3.75
15271,35,3,9.066666666666666
15272,20,2,11.0
15274,17,13,15.0
15275,15,15,15.0
15276,3,3,3.0
15277,5,5,5.0
15279,8,8,8.0
15280,7,7,7.0
15281,25,1,7.222222222222222
15287,8,8,8.0
15288,17,2,8.0
15289,14,6,10.0
15290,9,1,3.7222222222222223
15291,7,1,2.7142857142857144
15292,9,9,9.0
15296,36,7,23.6
15297,12,4,8.666666666666666
15298,16,1,8.363636363636363
15300,17,17,17.0
15301,27,3,11.88888888888889
15303,24,24,24.0
15304,3,1,2.0
